rmse,loss,tr_loss,params.learning_rate,params.n_estimators,params.reg_alpha,params.subsample,train_time,status,geo_mean,geo_mean_tr,dataset_size
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.76,0.4359402656555176,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.7000000000000001,0.3522298336029053,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.78,0.3513789176940918,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.88,0.36388468742370605,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.8200000000000001,0.35405874252319336,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.78,0.3527340888977051,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.84,0.35080814361572266,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.84,0.33451151847839355,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.8,0.3502082824707031,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.78,0.33191704750061035,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.88,0.36408019065856934,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.9,0.3395094871520996,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.8,0.3330538272857666,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.9,0.3623204231262207,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.84,0.33884596824645996,ok,0.19048289594407478,0.23111261268451797,10000
7.3472,1.6594108309498494,1.467388119135343,0.04,100,0.08,0.86,0.3482847213745117,ok,0.19025103711084299,0.2305268081118527,10000
7.3204,1.6635385543349162,1.4333563982154505,0.05,100,0.0,0.72,0.3519101142883301,ok,0.18946735198634332,0.23850705265380684,10000
7.3204,1.6635385543349162,1.4333563982154505,0.05,100,0.0,0.76,0.35091304779052734,ok,0.18946735198634332,0.23850705265380684,10000
7.3204,1.6635385543349162,1.4333563982154505,0.05,100,0.0,0.8200000000000001,0.3523259162902832,ok,0.18946735198634332,0.23850705265380684,10000
7.3204,1.6635385543349162,1.4333563982154505,0.05,100,0.0,0.88,0.3434793949127197,ok,0.18946735198634332,0.23850705265380684,10000
7.2392,1.663633141824358,1.4354960917678463,0.05,100,0.09,0.88,0.3597567081451416,ok,0.18944943159272362,0.23799726623889086,10000
7.224,1.6641196534202063,1.4353883617690804,0.05,100,0.05,0.7000000000000001,0.35714054107666016,ok,0.18935728466451898,0.23802290706520737,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.8200000000000001,0.3417201042175293,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.78,0.341031551361084,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.9,0.3475980758666992,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.8,0.3518850803375244,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.76,0.3422520160675049,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.78,0.3478403091430664,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.8,0.37507081031799316,ok,0.18868239784079255,0.24556043273163675,10000
7.166,1.667690112141462,1.4042122002007553,0.06,100,0.0,0.8200000000000001,0.3430321216583252,ok,0.18868239784079255,0.24556043273163675,10000
7.1028,1.671158838036123,1.4055174963990043,0.06,100,0.01,0.9,0.3341343402862549,ok,0.1880290441291036,0.24524011273406937,10000
7.09,1.6736103528682438,1.3789168719540326,0.07,100,0.0,0.9,0.36450886726379395,ok,0.18756865269733985,0.25185119247138177,10000
7.09,1.6736103528682438,1.3789168719540326,0.07,100,0.0,0.78,0.3238096237182617,ok,0.18756865269733985,0.25185119247138177,10000
7.09,1.6736103528682438,1.3789168719540326,0.07,100,0.0,0.8200000000000001,0.6733877658843994,ok,0.18756865269733985,0.25185119247138177,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.72,0.6680541038513184,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.88,0.6648464202880859,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.88,0.6820242404937744,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.78,0.6723158359527588,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.8200000000000001,0.6655550003051758,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.78,0.6712915897369385,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.86,0.7025823593139648,ok,0.18628635280794756,0.25740932812166595,10000
7.1304,1.6804702579067012,1.357087744687844,0.04,200,0.0,0.78,0.6737325191497803,ok,0.18628635280794756,0.25740932812166595,10000
7.0032,1.681157980949082,1.3611052547219815,0.04,200,0.09,0.86,0.6929135322570801,ok,0.18615828343381793,0.25637725812700335,10000
7.1576,1.682173639829288,1.3619299743016644,0.04,200,0.06,0.74,0.6896600723266602,ok,0.18596930610462095,0.2561659059475604,10000
6.974,1.6845244577945224,1.3534989060682363,0.08,100,0.0,0.86,0.34493088722229004,ok,0.1855326395816989,0.2583347883298355,10000
6.974,1.6845244577945224,1.3534989060682363,0.08,100,0.0,0.8,0.34602904319763184,ok,0.1855326395816989,0.2583347883298355,10000
7.0072,1.6902349709238853,1.3369638478517805,0.09,100,0.09,0.76,0.3556821346282959,ok,0.18447617236334746,0.2626418799673071,10000
6.9812,1.6927787695072556,1.314852525976679,0.05,200,0.0,0.76,0.6578035354614258,ok,0.18400749849611264,0.26851391914745526,10000
6.9812,1.6927787695072556,1.314852525976679,0.05,200,0.0,0.84,0.6586000919342041,ok,0.18400749849611264,0.26851391914745526,10000
6.9812,1.6927787695072556,1.314852525976679,0.05,200,0.0,0.86,0.6579442024230957,ok,0.18400749849611264,0.26851391914745526,10000
6.9812,1.6927787695072556,1.314852525976679,0.05,200,0.0,0.8,0.6571147441864014,ok,0.18400749849611264,0.26851391914745526,10000
6.9812,1.6927787695072556,1.314852525976679,0.05,200,0.0,0.9,1.311596155166626,ok,0.18400749849611264,0.26851391914745526,10000
6.9812,1.6927787695072556,1.314852525976679,0.05,200,0.0,0.8,0.6586315631866455,ok,0.18400749849611264,0.26851391914745526,10000
6.8336,1.6928201395611406,1.3184366552926958,0.05,200,0.07,0.72,1.2035486698150635,ok,0.18399988625344516,0.26755325314206807,10000
7.0076,1.6929031856405905,1.3191056103393781,0.05,200,0.1,0.72,0.683192253112793,ok,0.18398460641874653,0.2673743318949303,10000
6.976,1.6952318139290918,1.3169108000395806,0.05,200,0.04,0.84,0.6818997859954834,ok,0.1835566731017775,0.2679618123006637,10000
7.0868,1.6952618995562625,1.3344620460549712,0.09,100,0.0,0.7000000000000001,0.36667966842651367,ok,0.18355115076721773,0.2632997805197682,10000
7.0076,1.6977132182837738,1.3164674104536376,0.05,200,0.01,0.8200000000000001,0.6736710071563721,ok,0.1831017594196303,0.2680806501214474,10000
6.9852,1.69800915348568,1.3150940657867052,0.1,100,0.0,0.74,0.31554174423217773,ok,0.18304758118050654,0.2684490701785541,10000
6.8968,1.7061732519694641,1.2920493832996633,0.11,100,0.0,0.9,0.33371806144714355,ok,0.18155924642305943,0.27470722541409126,10000
7.022,1.7098134535781209,1.2780384960022595,0.06,200,0.0,0.84,0.6540887355804443,ok,0.18089953563079653,0.27858320695341415,10000
7.022,1.7098134535781209,1.2780384960022595,0.06,200,0.0,0.8,0.7289538383483887,ok,0.18089953563079653,0.27858320695341415,10000
6.9752,1.7102396518037843,1.2795849302715816,0.04,300,0.0,0.86,0.923574686050415,ok,0.18082245299709498,0.27815272927383083,10000
6.9752,1.7102396518037843,1.2795849302715816,0.04,300,0.0,0.8200000000000001,0.9559338092803955,ok,0.18082245299709498,0.27815272927383083,10000
6.9752,1.7102396518037843,1.2795849302715816,0.04,300,0.0,0.7000000000000001,1.33376145362854,ok,0.18082245299709498,0.27815272927383083,10000
6.916,1.7203593366515357,1.2417062612773038,0.07,200,0.02,0.84,0.684882402420044,ok,0.1790018144408785,0.28889087386035783,10000
6.9484,1.7276938693308068,1.2315069183629772,0.05,300,0.05,0.74,1.0031914710998535,ok,0.17769372276787562,0.2918524483309771,10000
6.8236,1.727915280076848,1.2287263844919294,0.05,300,0.0,0.86,0.9716010093688965,ok,0.17765438382334398,0.2926650832047404,10000
6.8236,1.727915280076848,1.2287263844919294,0.05,300,0.0,0.84,0.9159612655639648,ok,0.17765438382334398,0.2926650832047404,10000
7.0228,1.7380901803068285,1.2137197944249647,0.04,400,0.0,0.88,2.741868495941162,ok,0.1758559332360649,0.2970901073552293,10000
7.0228,1.7380901803068285,1.2137197944249647,0.04,400,0.0,0.76,1.3733699321746826,ok,0.1758559332360649,0.2970901073552293,10000
6.8384,1.7418838782736947,1.2129184035398919,0.08,200,0.0,0.74,0.6441047191619873,ok,0.17519005281291003,0.2973282880844946,10000
6.8384,1.7418838782736947,1.2129184035398919,0.08,200,0.0,0.8200000000000001,0.647169828414917,ok,0.17519005281291003,0.2973282880844946,10000
6.9188,1.7495024356357376,1.1865709806319948,0.06,300,0.0,0.84,3.5734119415283203,ok,0.17386042868634485,0.3052662352626702,10000
6.9524,1.7495325000149518,1.213076192766219,0.16,100,0.07,0.78,0.3357377052307129,ok,0.17385520175905905,0.2972813765851145,10000
6.9268,1.7526857767788369,1.1875402697062682,0.09,200,0.04,0.76,1.4068615436553955,ok,0.17330785161784482,0.30497048739183064,10000
6.874,1.756860185878839,1.1969146694110335,0.17,100,0.0,0.88,0.32236623764038086,ok,0.17258590165057883,0.30212493067665824,10000
6.7544,1.7582426359147372,1.1832727543435801,0.09,200,0.0,0.84,0.648719310760498,ok,0.17234747510900972,0.30627473460006277,10000
6.7416,1.7607062428372213,1.1686833791967302,0.05,400,0.1,0.8,1.3190147876739502,ok,0.17192340126637368,0.3107758459641494,10000
6.7604,1.7737413082090592,1.1456079014184377,0.07,300,0.0,0.74,0.9568822383880615,ok,0.16969691123914274,0.3180305278063918,10000
6.7604,1.7737413082090592,1.1456079014184377,0.07,300,0.0,0.8200000000000001,0.9590680599212646,ok,0.16969691123914274,0.3180305278063918,10000
6.6624,1.7992627426436936,1.1041889896605763,0.05,500,0.03,0.86,1.8044307231903076,ok,0.16542080097793327,0.3314796066464149,10000
6.7004,1.8000327683410953,1.1104261752419942,0.08,300,0.0,0.86,0.9601235389709473,ok,0.16529347173997966,0.3294185411290791,10000
6.8368,1.800266158192681,1.106720136231309,0.05,500,0.06,0.72,1.6484997272491455,ok,0.16525489842262767,0.3306416441271439,10000
6.6948,1.8166076563978022,1.0774062631811245,0.07,400,0.08,0.76,1.3076188564300537,ok,0.16257633130434498,0.3404774903610591,10000
6.5844,1.856178484552062,1.0195708066241638,0.11,300,0.0,0.86,0.8901534080505371,ok,0.15626867389916696,0.36074973834956037,10000
6.7044,1.8659262054046526,1.003257496832103,0.07,500,0.0,0.76,1.9923639297485352,ok,0.15475281059700052,0.36668302477649817,10000
6.53,1.9052440920076361,0.9633899040907735,0.1,400,0.0,0.78,1.9989087581634521,ok,0.14878632063765443,0.38159711332797414,10000
6.53,1.9052440920076361,0.9633899040907735,0.1,400,0.0,0.9,1.2451908588409424,ok,0.14878632063765443,0.38159711332797414,10000
6.6168,1.9294185330641085,0.9321707239969874,0.11,400,0.0,0.8200000000000001,1.2374184131622314,ok,0.14523262190418135,0.39369817206910324,10000
6.4516,1.9313480868423782,0.9375273127890306,0.14,300,0.0,0.84,0.9340507984161377,ok,0.144952657939484,0.3915949309809997,10000
6.498,1.9465208860442624,0.9087010841522186,0.12,400,0.02,0.74,1.2635257244110107,ok,0.14276992135327488,0.4030474088403085,10000
6.5704,1.9570898343525849,0.9024754532710452,0.12,400,0.0,0.74,1.205458164215088,ok,0.14126893930728568,0.40556446022201553,10000
6.5288,2.031840469808778,0.8219601632003396,0.15,400,0.0,0.72,1.2432365417480469,ok,0.1310940243889157,0.43956918215400687,10000
6.5952,2.0515403839631863,0.8026340706199196,0.13,500,0.02,0.88,1.6213374137878418,ok,0.12853675505840403,0.4481469573222762,10000
6.6,2.055456498082426,0.8031346915623344,0.16,400,0.03,0.7000000000000001,1.3022534847259521,ok,0.12803437478835267,0.44792266171838396,10000
6.5472,2.0601138253829316,0.7991112380229118,0.13,500,0.0,0.8,2.6100025177001953,ok,0.12743946322352068,0.4497284881303107,10000
6.592,2.1225909681870423,0.744250788049433,0.15,500,0.0,0.9,1.5734951496124268,ok,0.11972103292594057,0.47509010982263605,10000
6.592,2.1225909681870423,0.744250788049433,0.15,500,0.0,0.7000000000000001,1.497995138168335,ok,0.11972103292594057,0.47509010982263605,10000
6.4968,2.1556088392070016,0.7222863737900596,0.16,500,0.0,0.74,1.6086108684539795,ok,0.1158326456836556,0.4856406296405856,10000
